Time;Frequency (Hz)1;Frequency (Hz)2;Frequency (Hz)3;Frequency (Hz)4;Frequency (Hz)5;Temp. sample ( C);Temp. (2e reading) ( C)
71592.1094;10965;65.6349;2236.59;;;25;25
71652.1016;10961.2;2233.03;;;;26;26
71712.0859;10963;;;;;26;26
71772.2656;10959.2;2227.76;8444.76;;;25;25
71832.2734;10966.7;81.6599;2228.19;;;25;25
71892.2734;10965;;;;;25;25
71952.4297;10961.2;;;;;25;25
72012.4687;10956.8;2238.61;;;;25;25
72072.4609;10968.8;2226.13;;;;25;25
72132.4531;10969.4;2241.95;;;;25;25
72192.6172;10974.1;2228.05;1541.25;;;25;25
72252.6172;10976.1;2224.75;;;;25;25
72312.5781;10970.5;;;;;25;25
72372.6484;10956.6;;;;;25;25
72432.6641;10959.4;96.5714;2221.34;;;25;25
72492.8594;10962;;;;;25;25
72552.8672;10960.3;;;;;25;25
72612.8672;10942.9;;;;;25;25
72673.0391;10947.8;2237.96;;;;25;25
72733.0703;10943.1;2237.57;;;;25;25
72793.0469;10942.5;;;;;25;25
72853.0469;10957.5;;;;;25;25
72913.25;10977.4;2227.84;;;;25;25
72973.25;10963.5;2230.54;;;;25;25
73033.25;10975.4;2230.18;;;;25;25
73093.2578;10971.8;2226.94;;;;24;24
73153.4531;10961.9;;;;;25;25
73213.4922;10972.2;2234.5;;;;25;25
73273.4922;10971.9;2228.22;;;;25;25
73333.4609;10962;2252.5;;;;25;25
73393.4687;10970.2;2239.85;;;;25;25
73453.6953;10972.1;78.7566;2226.86;;;25;25
73513.7422;10965.5;2199.8;;;;25;25
73573.7266;10960.2;;;;;24;24
73633.7109;10961.6;2204.32;;;;24;24
73693.7344;10963.2;;;;;24;24
73753.8828;10960.8;2219.97;;;;25;25
73813.9141;10963;;;;;24;24
73873.9062;10962.7;1547.16;;;;25;25
73934.0859;10967.1;2223.48;;;;24;24
73994.1172;10962.5;1551.98;2213.97;;;24;24
74054.0625;10963.9;1557.27;;;;24;24
74114.0625;10956.1;;;;;24;24
74174.2109;10959.5;2205.62;;;;24;24
74234.2187;10966.7;2220.32;;;;24;24
74294.2187;10963.2;2213.7;;;;24;24
74354.4062;10965.6;2218.81;;;;24;24
74414.4141;10956.7;2214.94;;;;24;24
74474.3828;10963.8;2226.81;1546.44;;;24;24
74534.5937;10960.4;2225.75;;;;24;24
74594.5781;10959.2;2210.29;;;;24;24
74654.5391;10958.8;2213.19;;;;24;24
74714.7344;10959;1538.52;;;;24;24
74774.7812;10963.3;2214.33;;;;24;24
74834.7578;10962.2;1543.23;;;;24;24
74894.7812;10960;2204.75;;;;24;24
74954.9219;10965.2;92.5174;1535.2;8462.21;;24;24
75014.9453;10965.2;2210.19;;;;24;24
75074.9062;10961.3;1512.25;;;;24;24
75134.9141;10964.9;2199.07;;;;24;24
75195.0703;10960.1;94.2836;;;;24;24
75255.0781;10955.6;2221.89;;;;24;24
